titleSlug,title,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
grumpy-bookstore-owner,Grumpy Bookstore Owner,Medium,57.09742201,FALSE,"array,sliding-window",algorithms
previous-permutation-with-one-swap,Previous Permutation With One Swap,Medium,50.43441407,FALSE,"array,greedy",algorithms
distant-barcodes,Distant Barcodes,Medium,45.89435474,FALSE,"array,hash-table,greedy,sorting,heap-priority-queue,counting",algorithms
shortest-way-to-form-string,Shortest Way to Form String,Medium,59.75872469,TRUE,"two-pointers,string,greedy",algorithms
confusing-number,Confusing Number,Easy,48.27170095,TRUE,math,algorithms
campus-bikes,Campus Bikes,Medium,57.63330702,TRUE,"array,greedy,sorting",algorithms
minimize-rounding-error-to-meet-target,Minimize Rounding Error to Meet Target,Medium,44.9168798,TRUE,"array,math,string,greedy",algorithms
all-paths-from-source-lead-to-destination,All Paths from Source Lead to Destination,Medium,39.17040119,TRUE,"depth-first-search,graph",algorithms
missing-element-in-sorted-array,Missing Element in Sorted Array,Medium,54.76700252,TRUE,"array,binary-search",algorithms
lexicographically-smallest-equivalent-string,Lexicographically Smallest Equivalent String,Medium,76.52308411,FALSE,"string,union-find",algorithms
longest-repeating-substring,Longest Repeating Substring,Medium,59.22906257,TRUE,"string,binary-search,dynamic-programming,rolling-hash,suffix-array,hash-function",algorithms
number-of-valid-subarrays,Number of Valid Subarrays,Hard,74.45597924,TRUE,"array,stack,monotonic-stack",algorithms
fixed-point,Fixed Point,Easy,64.11661,TRUE,"array,binary-search",algorithms
index-pairs-of-a-string,Index Pairs of a String,Easy,63.89438743,TRUE,"array,string,trie,sorting",algorithms
campus-bikes-ii,Campus Bikes II,Medium,54.9404879,TRUE,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
digit-count-in-range,Digit Count in Range,Hard,45.25481019,TRUE,"math,dynamic-programming",algorithms
product-sales-analysis-i,Product Sales Analysis I,Easy,80.64215794,FALSE,database,database
product-sales-analysis-ii,Product Sales Analysis II,Easy,81.88167061,TRUE,database,database
product-sales-analysis-iii,Product Sales Analysis III,Medium,48.52388282,FALSE,database,database
greatest-common-divisor-of-strings,Greatest Common Divisor of Strings,Easy,56.58827895,FALSE,"math,string",algorithms
flip-columns-for-maximum-number-of-equal-rows,Flip Columns For Maximum Number of Equal Rows,Medium,63.41750788,FALSE,"array,hash-table,matrix",algorithms
adding-two-negabinary-numbers,Adding Two Negabinary Numbers,Medium,36.53277359,FALSE,"array,math",algorithms
number-of-submatrices-that-sum-to-target,Number of Submatrices That Sum to Target,Hard,69.5358284,FALSE,"array,hash-table,matrix,prefix-sum",algorithms
project-employees-i,Project Employees I,Easy,65.92329239,FALSE,database,database
project-employees-ii,Project Employees II,Easy,50.19424711,TRUE,database,database
project-employees-iii,Project Employees III,Medium,77.17223567,TRUE,database,database
occurrences-after-bigram,Occurrences After Bigram,Easy,63.5761316,FALSE,string,algorithms
letter-tile-possibilities,Letter Tile Possibilities,Medium,76.02289553,FALSE,"hash-table,string,backtracking,counting",algorithms
insufficient-nodes-in-root-to-leaf-paths,Insufficient Nodes in Root to Leaf Paths,Medium,53.55743064,FALSE,"tree,depth-first-search,binary-tree",algorithms
smallest-subsequence-of-distinct-characters,Smallest Subsequence of Distinct Characters,Medium,57.91138137,FALSE,"string,stack,greedy,monotonic-stack",algorithms
sales-analysis-i,Sales Analysis I,Easy,74.80631898,TRUE,database,database
sales-analysis-ii,Sales Analysis II,Easy,49.88158731,TRUE,database,database
sales-analysis-iii,Sales Analysis III,Easy,48.75873908,FALSE,database,database
sum-of-digits-in-the-minimum-number,Sum of Digits in the Minimum Number,Easy,76.37058783,TRUE,"array,math",algorithms
high-five,High Five,Easy,75.04933181,TRUE,"array,hash-table,sorting",algorithms
brace-expansion,Brace Expansion,Medium,66.20076063,TRUE,"string,backtracking,breadth-first-search",algorithms
confusing-number-ii,Confusing Number II,Hard,47.23395242,TRUE,"math,backtracking",algorithms
duplicate-zeros,Duplicate Zeros,Easy,51.52190318,FALSE,"array,two-pointers",algorithms
largest-values-from-labels,Largest Values From Labels,Medium,61.03067621,FALSE,"array,hash-table,greedy,sorting,counting",algorithms
shortest-path-in-binary-matrix,Shortest Path in Binary Matrix,Medium,44.72451906,FALSE,"array,breadth-first-search,matrix",algorithms
shortest-common-supersequence,Shortest Common Supersequence ,Hard,57.95298995,FALSE,"string,dynamic-programming",algorithms
statistics-from-a-large-sample,Statistics from a Large Sample,Medium,43.40950937,FALSE,"array,math,probability-and-statistics",algorithms
car-pooling,Car Pooling,Medium,56.84579069,FALSE,"array,sorting,heap-priority-queue,simulation,prefix-sum",algorithms
find-in-mountain-array,Find in Mountain Array,Hard,35.37561704,FALSE,"array,binary-search,interactive",algorithms
brace-expansion-ii,Brace Expansion II,Hard,63.47276403,FALSE,"string,backtracking,stack,breadth-first-search",algorithms
game-play-analysis-v,Game Play Analysis V,Hard,53.18337986,TRUE,database,database
unpopular-books,Unpopular Books,Medium,44.08016184,TRUE,database,database
two-sum-less-than-k,Two Sum Less Than K,Easy,61.04894994,TRUE,"array,two-pointers,binary-search,sorting",algorithms
find-k-length-substrings-with-no-repeated-characters,Find K-Length Substrings With No Repeated Characters,Medium,74.67988167,TRUE,"hash-table,string,sliding-window",algorithms
the-earliest-moment-when-everyone-become-friends,The Earliest Moment When Everyone Become Friends,Medium,64.64184301,TRUE,"array,union-find",algorithms
path-with-maximum-minimum-value,Path With Maximum Minimum Value,Medium,53.3222904,TRUE,"array,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
distribute-candies-to-people,Distribute Candies to People,Easy,64.29829911,FALSE,"math,simulation",algorithms
path-in-zigzag-labelled-binary-tree,Path In Zigzag Labelled Binary Tree,Medium,75.11850153,FALSE,"math,tree,binary-tree",algorithms
filling-bookcase-shelves,Filling Bookcase Shelves,Medium,59.3751222,FALSE,"array,dynamic-programming",algorithms
parsing-a-boolean-expression,Parsing A Boolean Expression,Hard,58.43046443,FALSE,"string,stack,recursion",algorithms
new-users-daily-count,New Users Daily Count,Medium,45.10573709,TRUE,database,database
defanging-an-ip-address,Defanging an IP Address,Easy,89.06353339,FALSE,string,algorithms
corporate-flight-bookings,Corporate Flight Bookings,Medium,60.6423159,FALSE,"array,prefix-sum",algorithms
delete-nodes-and-return-forest,Delete Nodes And Return Forest,Medium,69.2726337,FALSE,"tree,depth-first-search,binary-tree",algorithms
maximum-nesting-depth-of-two-valid-parentheses-strings,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,72.94969972,FALSE,"string,stack",algorithms
highest-grade-for-each-student,Highest Grade For Each Student,Medium,72.11552515,TRUE,database,database
reported-posts,Reported Posts,Easy,65.2819038,TRUE,database,database
print-in-order,Print in Order,Easy,68.46479878,FALSE,concurrency,concurrency
print-foobar-alternately,Print FooBar Alternately,Medium,62.63578504,FALSE,concurrency,concurrency
print-zero-even-odd,Print Zero Even Odd,Medium,60.25373521,FALSE,concurrency,concurrency
building-h2o,Building H2O,Medium,55.77177109,FALSE,concurrency,concurrency
number-of-days-in-a-month,Number of Days in a Month,Easy,57.15705765,TRUE,math,algorithms
remove-vowels-from-a-string,Remove Vowels from a String,Easy,90.80857943,TRUE,string,algorithms
maximum-average-subtree,Maximum Average Subtree,Medium,65.56590178,TRUE,"tree,depth-first-search,binary-tree",algorithms
divide-array-into-increasing-sequences,Divide Array Into Increasing Sequences,Hard,60.5612386,TRUE,"array,greedy",algorithms
relative-sort-array,Relative Sort Array,Easy,68.63570565,FALSE,"array,hash-table,sorting,counting-sort",algorithms
lowest-common-ancestor-of-deepest-leaves,Lowest Common Ancestor of Deepest Leaves,Medium,70.93278043,FALSE,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
longest-well-performing-interval,Longest Well-Performing Interval,Medium,34.5784793,FALSE,"array,hash-table,stack,monotonic-stack,prefix-sum",algorithms
smallest-sufficient-team,Smallest Sufficient Team,Hard,46.95247428,FALSE,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
active-businesses,Active Businesses,Medium,66.6548768,TRUE,database,database
user-purchase-platform,User Purchase Platform,Hard,49.69674279,TRUE,database,database
number-of-equivalent-domino-pairs,Number of Equivalent Domino Pairs,Easy,47.16682131,FALSE,"array,hash-table,counting",algorithms
shortest-path-with-alternating-colors,Shortest Path with Alternating Colors,Medium,48.4901254,FALSE,"breadth-first-search,graph",algorithms
minimum-cost-tree-from-leaf-values,Minimum Cost Tree From Leaf Values,Medium,68.24268594,FALSE,"dynamic-programming,stack,greedy,monotonic-stack",algorithms
maximum-of-absolute-value-expression,Maximum of Absolute Value Expression,Medium,49.0761401,FALSE,"array,math",algorithms
reported-posts-ii,Reported Posts II,Medium,33.11025431,TRUE,database,database
largest-unique-number,Largest Unique Number,Easy,67.65404693,TRUE,"array,hash-table,sorting",algorithms
armstrong-number,Armstrong Number,Easy,77.73031744,TRUE,math,algorithms
connecting-cities-with-minimum-cost,Connecting Cities With Minimum Cost,Medium,61.34394341,TRUE,"union-find,graph,heap-priority-queue,minimum-spanning-tree",algorithms
parallel-courses,Parallel Courses,Medium,61.58388255,TRUE,"graph,topological-sort",algorithms
n-th-tribonacci-number,N-th Tribonacci Number,Easy,63.67292601,FALSE,"math,dynamic-programming,memoization",algorithms
alphabet-board-path,Alphabet Board Path,Medium,51.96475457,FALSE,"hash-table,string",algorithms
largest-1-bordered-square,Largest 1-Bordered Square,Medium,50.16666289,FALSE,"array,dynamic-programming,matrix",algorithms
stone-game-ii,Stone Game II,Medium,64.69149947,FALSE,"array,math,dynamic-programming,game-theory",algorithms
user-activity-for-the-past-30-days-i,User Activity for the Past 30 Days I,Easy,48.52610036,FALSE,database,database
user-activity-for-the-past-30-days-ii,User Activity for the Past 30 Days II,Easy,35.71123249,TRUE,database,database
longest-common-subsequence,Longest Common Subsequence,Medium,58.35148062,FALSE,"string,dynamic-programming",algorithms
decrease-elements-to-make-array-zigzag,Decrease Elements To Make Array Zigzag,Medium,47.29329088,FALSE,"array,greedy",algorithms
binary-tree-coloring-game,Binary Tree Coloring Game,Medium,51.74478838,FALSE,"tree,depth-first-search,binary-tree",algorithms
snapshot-array,Snapshot Array,Medium,37.13504725,FALSE,"array,hash-table,binary-search,design",algorithms
longest-chunked-palindrome-decomposition,Longest Chunked Palindrome Decomposition,Hard,59.18607041,FALSE,"two-pointers,string,dynamic-programming,greedy,rolling-hash,hash-function",algorithms
article-views-i,Article Views I,Easy,76.06475512,FALSE,database,database
article-views-ii,Article Views II,Medium,47.16947909,TRUE,database,database
check-if-a-number-is-majority-element-in-a-sorted-array,Check If a Number Is Majority Element in a Sorted Array,Easy,57.20178704,TRUE,"array,binary-search",algorithms
minimum-swaps-to-group-all-1s-together,Minimum Swaps to Group All 1's Together,Medium,60.89607664,TRUE,"array,sliding-window",algorithms
analyze-user-website-visit-pattern,Analyze User Website Visit Pattern,Medium,43.08345832,TRUE,"array,hash-table,sorting",algorithms
string-transforms-into-another-string,String Transforms Into Another String,Hard,35.28746229,TRUE,"hash-table,string",algorithms
day-of-the-year,Day of the Year,Easy,49.49199595,FALSE,"math,string",algorithms
number-of-dice-rolls-with-target-sum,Number of Dice Rolls With Target Sum,Medium,53.91269066,FALSE,dynamic-programming,algorithms
swap-for-longest-repeated-character-substring,Swap For Longest Repeated Character Substring,Medium,45.04015628,FALSE,"string,sliding-window",algorithms
online-majority-element-in-subarray,Online Majority Element In Subarray,Hard,41.84295143,FALSE,"array,binary-search,design,binary-indexed-tree,segment-tree",algorithms
market-analysis-i,Market Analysis I,Medium,59.88151066,FALSE,database,database
market-analysis-ii,Market Analysis II,Hard,57.91583166,TRUE,database,database
find-words-that-can-be-formed-by-characters,Find Words That Can Be Formed by Characters,Easy,67.40246599,FALSE,"array,hash-table,string",algorithms
maximum-level-sum-of-a-binary-tree,Maximum Level Sum of a Binary Tree,Medium,65.97819642,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
as-far-from-land-as-possible,As Far from Land as Possible,Medium,51.88096787,FALSE,"array,dynamic-programming,breadth-first-search,matrix",algorithms
last-substring-in-lexicographical-order,Last Substring in Lexicographical Order,Hard,34.73858394,FALSE,"two-pointers,string",algorithms
product-price-at-a-given-date,Product Price at a Given Date,Medium,66.42134893,FALSE,database,database
single-row-keyboard,Single-Row Keyboard,Easy,86.52386248,TRUE,"hash-table,string",algorithms
design-file-system,Design File System,Medium,62.10023444,TRUE,"hash-table,string,design,trie",algorithms
minimum-cost-to-connect-sticks,Minimum Cost to Connect Sticks,Medium,68.48434078,TRUE,"array,greedy,heap-priority-queue",algorithms
optimize-water-distribution-in-a-village,Optimize Water Distribution in a Village,Hard,64.53038312,TRUE,"union-find,graph,minimum-spanning-tree",algorithms
invalid-transactions,Invalid Transactions,Medium,31.1998491,FALSE,"array,hash-table,string,sorting",algorithms
compare-strings-by-frequency-of-the-smallest-character,Compare Strings by Frequency of the Smallest Character,Medium,61.55654394,FALSE,"array,hash-table,string,binary-search,sorting",algorithms
remove-zero-sum-consecutive-nodes-from-linked-list,Remove Zero Sum Consecutive Nodes from Linked List,Medium,43.21791448,FALSE,"hash-table,linked-list",algorithms
dinner-plate-stacks,Dinner Plate Stacks,Hard,32.95924147,FALSE,"hash-table,stack,design,heap-priority-queue",algorithms
immediate-food-delivery-i,Immediate Food Delivery I,Easy,82.41654339,TRUE,database,database
immediate-food-delivery-ii,Immediate Food Delivery II,Medium,62.42593533,FALSE,database,database
prime-arrangements,Prime Arrangements,Easy,54.77949164,FALSE,math,algorithms
diet-plan-performance,Diet Plan Performance,Easy,52.78549257,TRUE,"array,sliding-window",algorithms
can-make-palindrome-from-substring,Can Make Palindrome from Substring,Medium,38.11932055,FALSE,"hash-table,string,bit-manipulation,prefix-sum",algorithms
number-of-valid-words-for-each-puzzle,Number of Valid Words for Each Puzzle,Hard,46.2738049,FALSE,"array,hash-table,string,bit-manipulation,trie",algorithms
reformat-department-table,Reformat Department Table,Easy,80.40896407,FALSE,database,database
count-substrings-with-only-one-distinct-letter,Count Substrings with Only One Distinct Letter,Easy,78.99201597,TRUE,"math,string",algorithms
before-and-after-puzzle,Before and After Puzzle,Medium,45.29751419,TRUE,"array,hash-table,string,sorting",algorithms
shortest-distance-to-target-color,Shortest Distance to Target Color,Medium,55.40945297,TRUE,"array,binary-search,dynamic-programming",algorithms
maximum-number-of-ones,Maximum Number of Ones,Hard,61.23898139,TRUE,"greedy,heap-priority-queue",algorithms
distance-between-bus-stops,Distance Between Bus Stops,Easy,53.99302013,FALSE,array,algorithms
day-of-the-week,Day of the Week,Easy,57.37089607,FALSE,math,algorithms
maximum-subarray-sum-with-one-deletion,Maximum Subarray Sum with One Deletion,Medium,41.46526163,FALSE,"array,dynamic-programming",algorithms
make-array-strictly-increasing,Make Array Strictly Increasing,Hard,45.30825838,FALSE,"array,binary-search,dynamic-programming,sorting",algorithms
