problem_statement,titleslug,title,tags,num_occur
"Given a string array words, return an array of all characters that show up in all strings within the words (including duplicates). You may return the answer in any order.  ",find-common-characters,Find Common Characters,"Array, Hash Table, String",4
"Given two integer arrays pushed and popped each with distinct values, return true if this could have been the result of a sequence of push and pop operations on an initially empty stack, or false otherwise.  ",validate-stack-sequences,Validate Stack Sequences,"Array, Stack, Simulation",4
"Given the root node of a binary search tree and two integers low and high, return the sum of values of all nodes with a value in the inclusive range [low, high].  ",range-sum-of-bst,Range Sum of BST,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",4
"You are visiting a farm that has a single row of fruit trees arranged from left to right. The trees are represented by an integer array fruits where fruits[i] is the type of fruit the ith tree produces. You want to collect as much fruit as possible. However, the owner has some strict rules that you must follow:  You only have two baskets, and each basket can only hold a single type of fruit. There is no limit on the amount of fruit each basket can hold. Starting from any tree of your choice, you must pick exactly one fruit from every tree (including the start tree) while moving to the right. The picked fruits must fit in one of your baskets. Once you reach a tree with fruit that cannot fit in your baskets, you must stop.  Given the integer array fruits, return the maximum number of fruits you can pick.  ",fruit-into-baskets,Fruit Into Baskets,"Array, Hash Table, Sliding Window",4
"You are given an array people where people[i] is the weight of the ith person, and an infinite number of boats where each boat can carry a maximum weight of limit. Each boat carries at most two people at the same time, provided the sum of the weight of those people is at most limit. Return the minimum number of boats to carry every given person.  ",boats-to-save-people,Boats to Save People,"Array, Two Pointers, Greedy, Sorting",4
"Given a balanced parentheses string s, return the score of the string. The score of a balanced parentheses string is based on the following rule:  ""()"" has score 1. AB has score A + B, where A and B are balanced parentheses strings. (A) has score 2 * A, where A is a balanced parentheses string.   ",score-of-parentheses,Score of Parentheses,"String, Stack",4
"You are given a string s. We want to partition the string into as many parts as possible so that each letter appears in at most one part. Note that the partition is done so that after concatenating all the parts in order, the resultant string should be s. Return a list of integers representing the size of these parts.  ",partition-labels,Partition Labels,"Hash Table, Two Pointers, String, Greedy",4
"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a double booking. A double booking happens when two events have some non-empty intersection (i.e., some moment is common to both events.). The event can be represented as a pair of integers start and end that represents a booking on the half-open interval [start, end), the range of real numbers x such that start <= x < end. Implement the MyCalendar class:  MyCalendar() Initializes the calendar object. boolean book(int start, int end) Returns true if the event can be added to the calendar successfully without causing a double booking. Otherwise, return false and do not add the event to the calendar.   ",my-calendar-i,My Calendar I,"Binary Search, Design, Segment Tree, Ordered Set",4
"Design a class to find the kth largest element in a stream. Note that it is the kth largest element in the sorted order, not the kth distinct element. Implement KthLargest class:  KthLargest(int k, int[] nums) Initializes the object with the integer k and the stream of integers nums. int add(int val) Appends the integer val to the stream and returns the element representing the kth largest element in the stream.   ",kth-largest-element-in-a-stream,Kth Largest Element in a Stream,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream",4
You are given an integer num. You can swap two digits at most once to get the maximum valued number. Return the maximum valued number you can get.  ,maximum-swap,Maximum Swap,"Math, Greedy",4
"There is only one character 'A' on the screen of a notepad. You can perform one of two operations on this notepad for each step:  Copy All: You can copy all the characters present on the screen (a partial copy is not allowed). Paste: You can paste the characters which are copied last time.  Given an integer n, return the minimum number of operations to get the character 'A' exactly n times on the screen.  ",2-keys-keyboard,2 Keys Keyboard,"Math, Dynamic Programming",4
"Solve a given equation and return the value of 'x' in the form of a string ""x=#value"". The equation contains only '+', '-' operation, the variable 'x' and its coefficient. You should return ""No solution"" if there is no solution for the equation, or ""Infinite solutions"" if there are infinite solutions for the equation. If there is exactly one solution for the equation, we ensure that the value of 'x' is an integer.  ",solve-the-equation,Solve the Equation,"Math, String, Simulation",4
